2017:11:13 10:48:58.352 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 10:48:58.383 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 10:48:58.385 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 10:48:58.515 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 10:48:58.517 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 10:48:58.517 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 10:50:29.174 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 10:50:29.198 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 10:50:29.200 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 10:50:29.330 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 10:50:29.332 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
